order_id,region,category,sales,discount,quantity,order_date,delivery_date,customer_type,payment_mode,profit,city
ORD105549,South,Personal Care,3811.33,0.08,3,1/16/2024,1/17/2024,New,Card,411.31,Pune
ORD105550,North,Personal Care,2835.21,0.3,7,4/23/2024,4/28/2024,Member,Card,205.33,Hyderabad
ORD105551,East,Grocery,1219.69,0.13,2,09-12-2024,9/18/2024,Regular,UPI,92.74,Chennai
ORD105552,South,Clothing,185.67,0.32,5,11/13/2024,11/20/2024,New,UPI,48.17,Hyderabad
ORD105553,East,Personal Care,1980.44,0.16,3,06-04-2023,06-11-2023,Member,UPI,505.72,Delhi
ORD105554,South,Grocery,2783.66,0.17,3,05-03-2024,05-08-2024,Member,Cash,719.48,Delhi
ORD105555,South,Electronics,997.63,0.12,5,2/26/2024,2/27/2024,Member,Cash,289.47,Chennai
ORD105556,North,Grocery,2131.32,0.21,8,04-09-2024,4/15/2024,Regular,Card,314.69,Chennai
ORD105557,West,Grocery,3114.43,0.08,2,4/19/2023,4/26/2023,Regular,Card,868.8,Pune
ORD105558,West,Grocery,3603.12,0.16,4,2/26/2024,03-01-2024,New,UPI,325.64,Bangalore
ORD105559,North,Grocery,358.44,0.39,4,9/23/2024,9/24/2024,New,UPI,102.08,Hyderabad
ORD105560,East,Personal Care,3354.49,0.11,5,3/23/2024,3/28/2024,New,UPI,372.06,Chennai
ORD105561,West,Clothing,377.67,0.47,6,12/29/2024,01-02-2025,Member,Cash,57.41,Pune
ORD105562,North,Grocery,238.11,0.25,9,5/25/2023,5/30/2023,New,Card,42.58,Mumbai
ORD105563,North,Home Care,846.82,0.05,5,12-01-2023,12-07-2023,Regular,Card,212.38,Delhi
ORD105564,West,Electronics,3302.86,0.47,8,9/15/2024,9/19/2024,Regular,Cash,486.58,Hyderabad
ORD105565,East,Electronics,358.83,0.23,5,9/20/2024,9/21/2024,Regular,UPI,48.58,Chennai
ORD105566,North,Electronics,202.39,0.28,3,6/19/2024,6/25/2024,Member,UPI,59.85,Chennai
ORD105567,South,Electronics,678,0.09,6,3/23/2024,3/26/2024,Member,UPI,46.54,Chennai
ORD105568,East,Electronics,4753.63,0.17,4,4/27/2023,4/29/2023,Member,Card,268.09,Delhi
ORD105569,East,Grocery,4545.66,0.35,5,03-04-2023,03-11-2023,Regular,Card,291.71,Chennai
ORD105570,West,Clothing,523.68,0.06,8,05-02-2024,05-06-2024,Regular,UPI,145.87,Pune
ORD105571,West,Home Care,1589.66,0.29,4,5/30/2023,06-05-2023,Regular,Cash,171.99,Delhi
ORD105572,South,Personal Care,4741.73,0.35,7,09-09-2024,9/14/2024,New,UPI,288.88,Delhi
ORD105573,North,Home Care,578.67,0,3,6/30/2023,07-05-2023,New,Cash,134.36,Bangalore
ORD105574,West,Personal Care,563.52,0.42,4,11/26/2023,11/29/2023,Regular,Card,118.4,Chennai
ORD105575,West,Personal Care,521.42,0.03,8,9/25/2023,9/30/2023,Member,Card,129.28,Pune
ORD105576,East,Home Care,4884.73,0.12,8,3/31/2024,04-05-2024,New,Card,883.79,Hyderabad
ORD105577,West,Grocery,3741.23,0.48,9,4/14/2023,4/19/2023,New,Card,352.75,Chennai
ORD105578,West,Electronics,1150.97,0.04,4,1/16/2024,1/23/2024,Regular,UPI,141.17,Pune
ORD105579,West,Grocery,325.14,0.41,4,6/16/2023,6/20/2023,Member,Card,21.23,Mumbai
ORD105580,West,Electronics,4829.68,0.33,5,07-12-2024,7/16/2024,Regular,Cash,1091.33,Chennai
ORD105581,East,Clothing,2184.9,0.3,5,07-09-2024,7/15/2024,Regular,UPI,463.02,Delhi
ORD105582,South,Personal Care,3032.04,0.29,3,1/16/2023,1/18/2023,Member,UPI,667.52,Bangalore
ORD105583,South,Home Care,1468.06,0.08,1,05-10-2024,5/17/2024,Regular,UPI,432.21,Chennai
ORD105584,North,Clothing,3815.97,0.33,1,02-03-2023,02-06-2023,New,UPI,248.23,Delhi
ORD105585,West,Electronics,1064.33,0.48,8,12/20/2024,12/21/2024,Member,Cash,70.53,Delhi
ORD105586,East,Grocery,3955.87,0.04,4,7/20/2024,7/26/2024,New,Card,928.04,Bangalore
ORD105587,North,Home Care,1229.95,0.17,2,01-05-2024,01-08-2024,Regular,Cash,360.61,Mumbai
ORD105588,North,Personal Care,579.77,0.24,6,3/15/2023,3/17/2023,Member,UPI,107.65,Mumbai
ORD105589,South,Clothing,2446.23,0.12,9,6/19/2024,6/23/2024,New,Cash,619.32,Delhi
ORD105590,East,Personal Care,4084.76,0.37,5,9/14/2024,9/18/2024,New,Cash,826.54,Mumbai
ORD105591,East,Electronics,1985.84,0.34,3,8/30/2023,09-06-2023,New,UPI,562.19,Chennai
ORD105592,East,Personal Care,241.48,0.06,4,04-01-2024,04-04-2024,Member,Cash,24.13,Pune
ORD105593,South,Grocery,2811.22,0.28,2,8/28/2023,8/29/2023,New,UPI,395.05,Mumbai
ORD105594,South,Clothing,3434.31,0.18,7,02-04-2024,02-08-2024,Member,Card,697.81,Pune
ORD105595,South,Clothing,3729.41,0.11,4,05-10-2023,5/16/2023,New,Card,371.65,Pune
ORD105596,South,Grocery,2069.43,0.42,4,11-01-2024,11-07-2024,Member,UPI,535.02,Delhi
ORD105597,South,Personal Care,575.4,0.03,8,03-04-2023,03-11-2023,New,Cash,143.55,Mumbai
ORD105598,West,Grocery,2963.2,0.23,5,2/16/2023,2/20/2023,Member,Cash,680.75,Pune
ORD105599,West,Home Care,1714.78,0.24,3,09-12-2023,9/15/2023,Regular,UPI,351.57,Mumbai
ORD105600,East,Grocery,4739.75,0.29,6,6/14/2024,6/21/2024,Member,UPI,496.73,Delhi
ORD105601,North,Personal Care,2563.29,0.1,8,7/21/2024,7/24/2024,Member,UPI,685.68,Chennai
ORD105602,East,Grocery,2414.1,0.44,1,01-11-2023,01-12-2023,New,Card,469.28,Delhi
ORD105603,North,Electronics,1615.13,0.48,9,4/21/2024,4/22/2024,New,UPI,166.32,Pune
ORD105604,South,Grocery,1760.05,0.27,4,01-12-2024,1/15/2024,Regular,Cash,412.26,Delhi
ORD105605,North,Grocery,2612.5,0.13,5,08-11-2023,08-12-2023,Regular,UPI,151.31,Mumbai
ORD105606,East,Personal Care,1602.66,0.44,3,3/15/2023,3/17/2023,New,UPI,167.49,Chennai
ORD105607,East,Home Care,4472.29,0.49,9,5/14/2023,5/20/2023,Regular,Cash,477.24,Chennai
ORD105608,North,Home Care,2251.19,0.37,6,11-01-2024,11-04-2024,Regular,Cash,276.71,Chennai
ORD105609,West,Personal Care,1530.91,0.17,1,09-02-2024,09-07-2024,Regular,Cash,89.7,Chennai
ORD105610,South,Personal Care,861.43,0.12,9,11-02-2023,11-03-2023,Member,UPI,224.53,Hyderabad
ORD105611,South,Personal Care,3394.52,0.08,5,09-07-2023,09-10-2023,Member,Card,252.34,Hyderabad
ORD105612,East,Electronics,226.36,0.12,3,6/24/2024,6/29/2024,Regular,UPI,58.24,Chennai
ORD105613,West,Clothing,2304.98,0.11,4,10-04-2023,10-06-2023,Regular,Card,219.13,Hyderabad
ORD105614,North,Grocery,2795.6,0.48,5,6/18/2023,6/20/2023,New,Cash,727.54,Bangalore
ORD105615,South,Personal Care,1764.94,0.32,1,7/16/2023,7/20/2023,Regular,UPI,101.08,Delhi
ORD105616,West,Personal Care,3774.11,0.08,3,8/22/2024,8/28/2024,Regular,Cash,928.88,Mumbai
ORD105617,South,Personal Care,3410.74,0.24,7,12-01-2023,12-07-2023,Regular,Cash,624.85,Chennai
ORD105618,West,Home Care,4859.86,0.09,9,3/15/2024,3/22/2024,Member,UPI,505.78,Pune
ORD105619,West,Personal Care,2592.96,0.3,6,06-11-2023,6/16/2023,New,Cash,393.15,Bangalore
ORD105620,East,Grocery,2735.28,0.17,4,2/25/2023,03-02-2023,Regular,UPI,203.15,Chennai
ORD105621,South,Personal Care,1304.61,0.1,4,07-02-2023,07-08-2023,New,Cash,109.99,Delhi
ORD105622,North,Grocery,1988.87,0.12,9,2/20/2024,2/25/2024,Member,UPI,281.97,Pune
ORD105623,East,Electronics,231.62,0.34,1,08-02-2023,08-04-2023,New,UPI,35.46,Hyderabad
ORD105624,East,Clothing,3477.45,0.2,6,1/29/2023,02-05-2023,New,UPI,848.51,Chennai
ORD105625,North,Home Care,1626.95,0.26,4,01-03-2023,01-10-2023,New,Cash,388.96,Pune
ORD105626,East,Grocery,2747.8,0.41,3,11/21/2023,11/28/2023,Member,UPI,302.34,Delhi
ORD105627,West,Electronics,1349.46,0.33,1,6/25/2023,6/29/2023,New,Cash,129.51,Bangalore
ORD105628,West,Clothing,3143.08,0.23,5,09-08-2024,09-10-2024,Regular,Cash,289.41,Chennai
ORD105629,South,Clothing,2293.15,0.48,4,11-08-2023,11/14/2023,Regular,Cash,453.31,Hyderabad
ORD105630,South,Clothing,2461.12,0.11,4,06-03-2023,06-06-2023,Regular,UPI,480.25,Chennai
ORD105631,North,Grocery,4718.77,0.14,8,1/28/2024,02-02-2024,Member,UPI,359.72,Mumbai
ORD105632,South,Electronics,3560.19,0.46,2,12/30/2023,01-04-2024,New,Cash,480.98,Delhi
ORD105633,West,Personal Care,1383.31,0.43,4,12-05-2024,12-09-2024,New,UPI,371.55,Mumbai
ORD105634,North,Electronics,2569.22,0.07,1,12/24/2023,12/28/2023,Member,Cash,733.69,Bangalore
ORD105635,North,Electronics,2386.7,0.46,2,2/25/2023,03-02-2023,New,Cash,699.26,Hyderabad
ORD105636,South,Electronics,3995.76,0.01,3,10-11-2023,10/13/2023,Regular,Cash,892.67,Hyderabad
ORD105637,West,Grocery,4183.44,0.41,1,10/24/2024,10/30/2024,New,Card,248.62,Mumbai
ORD105638,North,Grocery,1488.87,0.14,2,07-08-2023,7/14/2023,New,Cash,255.03,Mumbai
ORD105639,West,Grocery,4123.64,0.09,7,8/16/2024,8/20/2024,New,UPI,456.89,Chennai
ORD105640,West,Electronics,979.56,0.22,6,1/16/2023,1/21/2023,New,Cash,266.43,Pune
ORD105641,West,Grocery,3837.58,0.45,2,07-06-2023,07-09-2023,New,Card,232.5,Mumbai
ORD105642,South,Clothing,1319.04,0.39,1,6/25/2023,6/29/2023,New,Card,103.2,Chennai
ORD105643,East,Grocery,1559.86,0.48,9,9/30/2023,10-01-2023,Member,Card,189.61,Pune
ORD105644,East,Home Care,4277.09,0.27,1,05-09-2024,5/16/2024,Regular,Cash,963.26,Hyderabad
ORD105645,North,Grocery,2158.37,0.26,5,6/30/2024,07-03-2024,Member,UPI,613.08,Mumbai
ORD105646,West,Grocery,4953.77,0.01,9,8/29/2024,09-04-2024,Member,Card,728.42,Mumbai
ORD105647,South,Grocery,844.52,0.09,9,3/18/2024,3/23/2024,Regular,Cash,114.36,Mumbai
ORD105648,West,Grocery,2370.41,0.25,6,08-04-2023,08-08-2023,Member,UPI,582.35,Hyderabad
ORD105649,West,Home Care,3689.01,0.38,3,11-11-2024,11/18/2024,Regular,Cash,1012.83,Delhi
ORD105650,South,Personal Care,126.3,0.41,2,10/20/2023,10/24/2023,Regular,Card,9.08,Mumbai
ORD105651,East,Grocery,844.09,0.14,3,4/23/2023,4/25/2023,Regular,UPI,250.3,Mumbai
ORD105652,West,Clothing,199.75,0.36,1,1/30/2023,02-05-2023,Regular,UPI,35.44,Hyderabad
ORD105653,West,Home Care,4965.1,0.41,3,12-04-2023,12-09-2023,New,UPI,1482.39,Delhi
ORD105654,East,Personal Care,3827.06,0.19,2,08-07-2023,8/13/2023,Regular,Card,203.52,Delhi
ORD105655,South,Grocery,1930.44,0.35,8,02-04-2024,02-05-2024,Member,UPI,526.52,Bangalore
ORD105656,North,Personal Care,865.8,0.22,7,2/16/2023,2/22/2023,Member,UPI,64.65,Chennai
ORD105657,East,Clothing,542.88,0.49,1,02-10-2023,2/15/2023,New,UPI,132.71,Pune
ORD105658,North,Home Care,2706.35,0,1,09-10-2023,9/16/2023,New,Cash,135.51,Pune
ORD105659,North,Home Care,4881.87,0.21,5,12/19/2023,12/26/2023,New,UPI,410.5,Chennai
ORD105660,East,Personal Care,3405.59,0.13,4,9/15/2024,9/19/2024,Member,Cash,307.32,Mumbai
ORD105661,West,Grocery,1889.18,0.42,8,7/20/2023,7/24/2023,New,UPI,381.22,Pune
ORD105662,North,Electronics,2554.17,0.14,8,3/23/2024,3/24/2024,Member,UPI,570.82,Hyderabad
ORD105663,North,Home Care,4994.63,0.27,3,08-04-2023,08-07-2023,New,Cash,362.15,Pune
ORD105664,South,Electronics,2641.95,0.37,5,10/14/2024,10/19/2024,New,UPI,400.18,Delhi
ORD105665,West,Home Care,4824.59,0.25,7,08-10-2023,8/15/2023,Regular,Cash,1087.67,Bangalore
ORD105666,North,Grocery,180.17,0.21,8,6/20/2023,6/25/2023,Regular,Card,49.98,Bangalore
ORD105667,South,Grocery,3632.72,0.02,3,8/13/2023,8/15/2023,Member,Cash,353.78,Hyderabad
ORD105668,West,Home Care,3173.09,0.01,8,4/29/2023,05-06-2023,Regular,Card,495.59,Bangalore
ORD105669,East,Personal Care,3458.12,0.48,9,4/20/2023,4/26/2023,Regular,UPI,370.04,Delhi
ORD105670,East,Grocery,2895.78,0.32,3,7/23/2024,7/24/2024,Regular,Cash,171.5,Mumbai
ORD105671,South,Grocery,316.47,0.41,2,4/16/2024,4/23/2024,Regular,Card,51.9,Delhi
ORD105672,East,Clothing,832.86,0.24,2,10-03-2023,10-06-2023,Regular,Cash,129.03,Pune
ORD105673,North,Grocery,4619.03,0.13,5,4/24/2023,4/29/2023,Regular,Cash,1179.69,Pune
ORD105674,West,Clothing,1241.33,0.15,1,07-10-2023,7/16/2023,Regular,Cash,338.42,Chennai
ORD105675,North,Grocery,4965.39,0.02,6,5/27/2024,5/30/2024,Member,Card,686.94,Hyderabad
ORD105676,North,Grocery,3429.98,0.4,7,1/23/2023,1/26/2023,Regular,Card,778.85,Bangalore
ORD105677,East,Personal Care,2277.34,0.29,5,6/28/2024,07-01-2024,Regular,Card,442.89,Pune
ORD105678,North,Personal Care,4608.24,0.24,8,11/27/2024,12-01-2024,New,UPI,1117.56,Delhi
ORD105679,East,Grocery,3995.43,0.43,6,7/28/2023,08-03-2023,Member,Cash,345.92,Hyderabad
ORD105680,West,Home Care,2201.93,0.22,1,11/24/2024,12-01-2024,Member,UPI,557.63,Hyderabad
ORD105681,West,Home Care,436.11,0.47,9,3/25/2024,3/30/2024,New,Card,87.52,Delhi
ORD105682,North,Grocery,4354.69,0.01,5,8/29/2024,09-04-2024,Member,UPI,1053.25,Chennai
ORD105683,South,Home Care,3848.7,0.49,5,9/26/2024,10-01-2024,Member,Card,596.55,Chennai
ORD105684,East,Grocery,3974.6,0.41,1,11-01-2024,11-08-2024,Member,UPI,206.92,Chennai
ORD105685,East,Personal Care,3749.81,0.18,5,3/13/2024,3/18/2024,Regular,Cash,1048.04,Chennai
ORD105686,North,Electronics,1451.2,0.3,3,09-03-2023,09-04-2023,Regular,Cash,336.85,Chennai
ORD105687,East,Clothing,4308.34,0.43,3,6/14/2023,6/16/2023,Regular,Cash,959.42,Chennai
ORD105688,East,Home Care,110.94,0.24,8,09-05-2023,09-07-2023,New,Cash,18.67,Chennai
ORD105689,South,Home Care,1262.65,0.03,9,1/26/2024,02-01-2024,New,Card,76.98,Chennai
ORD105690,South,Personal Care,328.14,0.45,6,09-02-2023,09-09-2023,Regular,Cash,27.71,Chennai
ORD105691,North,Home Care,641.92,0.26,3,5/26/2023,5/28/2023,Regular,UPI,102.48,Chennai
ORD105692,South,Grocery,2708.66,0.27,8,03-01-2024,03-03-2024,Member,Cash,672.68,Bangalore
ORD105693,North,Grocery,282.56,0.01,3,11/27/2023,12-01-2023,New,UPI,76.98,Hyderabad
ORD105694,West,Electronics,988.77,0.05,7,07-12-2023,7/13/2023,New,UPI,162.61,Pune
ORD105695,North,Electronics,1240.43,0.39,2,9/28/2024,9/29/2024,Member,Card,370.57,Chennai
ORD105696,West,Electronics,3311.16,0.22,6,05-05-2023,05-09-2023,New,Card,976.62,Delhi
ORD105697,North,Grocery,2397.22,0.5,8,7/22/2024,7/27/2024,Regular,UPI,337.81,Delhi
ORD105698,East,Electronics,2346.22,0.35,3,4/30/2024,05-04-2024,Regular,Card,155.33,Pune
ORD105699,South,Electronics,3865.32,0.47,9,7/16/2023,7/18/2023,New,Card,669.56,Delhi
ORD105700,West,Grocery,2337.93,0.14,9,08-02-2023,08-08-2023,New,Card,689.39,Chennai
ORD105701,North,Personal Care,1807.59,0.09,3,04-05-2024,04-12-2024,Regular,Card,255.7,Chennai
ORD105702,South,Home Care,4816.01,0.19,3,06-12-2024,6/13/2024,New,Cash,663.94,Hyderabad
ORD105703,North,Clothing,140.64,0.13,5,05-12-2024,5/19/2024,New,Cash,17.72,Chennai
ORD105704,South,Grocery,1596.43,0.31,9,1/26/2024,02-01-2024,Member,UPI,458.99,Pune
ORD105705,South,Grocery,3086.02,0.37,1,12-11-2024,12/15/2024,New,UPI,299.57,Pune
ORD105706,North,Clothing,3935.77,0.2,1,9/25/2023,10-02-2023,Regular,UPI,625.08,Bangalore
ORD105707,West,Clothing,4100.42,0.04,1,10/21/2023,10/23/2023,New,Card,414.61,Hyderabad
ORD105708,West,Electronics,325.76,0.01,4,08-03-2023,08-05-2023,New,Cash,25.39,Chennai
ORD105709,East,Clothing,3574.75,0.11,7,11/18/2024,11/21/2024,Regular,UPI,568.82,Hyderabad
ORD105710,South,Home Care,3629.24,0.37,2,3/14/2024,3/19/2024,Regular,Cash,912.69,Mumbai
ORD105711,East,Home Care,1148.99,0.11,3,08-06-2024,8/13/2024,New,UPI,59.68,Delhi
ORD105712,East,Home Care,652.6,0.46,4,1/15/2023,1/20/2023,New,Card,111.76,Bangalore
ORD105713,North,Home Care,3773.46,0.33,1,1/30/2023,02-04-2023,New,Cash,665.94,Chennai
ORD105714,North,Home Care,1322.55,0.43,2,7/20/2024,7/26/2024,New,UPI,91.25,Delhi
ORD105715,North,Electronics,108.2,0.19,2,3/14/2023,3/21/2023,New,Cash,31.87,Mumbai
ORD105716,South,Grocery,1195.51,0.49,6,09-12-2024,9/13/2024,New,Cash,118.9,Mumbai
ORD105717,North,Clothing,252.23,0.34,4,5/29/2023,06-04-2023,Member,Card,69.78,Chennai
ORD105718,North,Grocery,1321.01,0.18,7,8/24/2023,8/25/2023,Regular,Cash,141.78,Chennai
ORD105719,South,Clothing,1741.6,0.11,8,11-12-2023,11/13/2023,New,Card,315.5,Hyderabad
ORD105720,South,Electronics,1429.86,0.43,2,10-09-2024,10-10-2024,Regular,Cash,357.55,Hyderabad
ORD105721,West,Electronics,4607.69,0.16,2,6/24/2023,6/26/2023,Member,Card,1324.47,Chennai
ORD105722,North,Personal Care,1239.41,0.02,5,6/21/2024,6/26/2024,Regular,Cash,186.37,Delhi
ORD105723,North,Personal Care,2390.92,0.14,4,8/18/2024,8/24/2024,Regular,UPI,161.45,Hyderabad
ORD105724,North,Electronics,4791.4,0.09,2,05-03-2023,05-09-2023,Regular,Card,267.11,Delhi
ORD105725,West,Electronics,4408.08,0.16,9,11-04-2024,11-05-2024,Member,Cash,1183.35,Bangalore
ORD105726,North,Clothing,1615.37,0.31,9,03-01-2023,03-06-2023,New,Card,274.09,Hyderabad
ORD105727,West,Electronics,1699.8,0.25,4,5/31/2023,06-02-2023,Member,Card,148.71,Pune
ORD105728,East,Grocery,3007.31,0.36,2,05-01-2024,05-02-2024,Member,Card,499.32,Hyderabad
ORD105729,West,Clothing,4597.53,0.17,3,9/28/2024,10-01-2024,Member,UPI,485.55,Hyderabad
ORD105730,East,Electronics,149,0.06,8,8/19/2024,8/23/2024,Regular,Cash,33.5,Mumbai
ORD105731,North,Clothing,2026.29,0.08,8,11-11-2024,11-12-2024,Member,UPI,307.69,Chennai
ORD105732,East,Clothing,4263.9,0.4,7,12-12-2023,12/13/2023,Member,Card,989.37,Pune
ORD105733,West,Home Care,2111.3,0.05,4,03-10-2023,3/13/2023,Regular,Cash,509.35,Mumbai
ORD105734,South,Personal Care,3628.27,0.4,1,07-02-2023,07-08-2023,Regular,Card,520.85,Hyderabad
ORD105735,East,Clothing,3490.43,0.11,9,08-07-2024,08-09-2024,Regular,Cash,753.24,Pune
ORD105736,East,Clothing,1106.75,0.34,7,1/15/2024,1/19/2024,Member,Card,269.42,Pune
ORD105737,North,Home Care,2303.01,0.31,1,07-10-2024,7/16/2024,Regular,UPI,144.54,Hyderabad
ORD105738,West,Electronics,2874.31,0.05,5,03-02-2023,03-04-2023,New,Card,282.49,Pune
ORD105739,East,Clothing,3605.77,0.33,3,2/21/2024,2/28/2024,New,Card,1065.77,Hyderabad
ORD105740,East,Home Care,4129.71,0.22,2,4/17/2024,4/23/2024,Regular,Cash,213.93,Delhi
ORD105741,East,Grocery,3823.67,0.35,3,11/22/2024,11/25/2024,Member,UPI,490.32,Bangalore
ORD105742,East,Home Care,238.73,0.42,6,01-02-2024,01-09-2024,Member,Card,58.62,Delhi
ORD105743,South,Personal Care,3386.13,0.02,7,12-03-2023,12-04-2023,New,UPI,437.07,Pune
ORD105744,West,Personal Care,2536.85,0.32,9,9/13/2023,9/19/2023,Member,UPI,646.53,Delhi
ORD105745,North,Electronics,2911.92,0.05,7,12/26/2023,12/30/2023,New,Cash,241.92,Chennai
ORD105746,North,Electronics,1927.53,0.19,1,9/14/2024,9/16/2024,Regular,Cash,518.89,Chennai
ORD105747,South,Personal Care,3598.73,0.01,7,1/19/2023,1/20/2023,New,Cash,605.22,Chennai
ORD105748,West,Personal Care,3402.05,0.16,1,12-10-2024,12/15/2024,Member,UPI,201.48,Chennai
ORD105749,East,Clothing,2939.48,0.08,8,10-07-2024,10/13/2024,New,Card,605.02,Pune
ORD105750,South,Personal Care,4321.87,0.28,2,12-12-2024,12/15/2024,Member,Cash,515.66,Mumbai
ORD105751,West,Electronics,599.31,0.26,2,3/16/2024,3/18/2024,New,UPI,134.91,Bangalore
ORD105752,East,Personal Care,1575.01,0.4,1,3/29/2023,04-03-2023,Regular,UPI,434.2,Mumbai
ORD105753,South,Electronics,2526.14,0.32,9,7/25/2024,7/31/2024,New,Card,179.13,Bangalore
ORD105754,West,Grocery,4797.16,0.36,8,02-07-2024,02-09-2024,Regular,UPI,532.81,Mumbai
ORD105755,North,Personal Care,452.62,0.05,9,05-05-2023,05-07-2023,Regular,Cash,66.89,Hyderabad
ORD105756,North,Electronics,1751.68,0.01,8,6/29/2023,07-06-2023,Regular,Cash,507.95,Chennai
ORD105757,West,Home Care,4636.86,0.48,4,12/13/2023,12/20/2023,Member,Cash,701.96,Hyderabad
ORD105758,North,Clothing,4499.94,0.21,9,04-12-2024,4/17/2024,Regular,Cash,352.44,Chennai
ORD105759,West,Electronics,4339.7,0.2,8,11-08-2024,11-11-2024,Member,Cash,539.9,Delhi
ORD105760,East,Personal Care,1611.11,0.02,1,1/18/2024,1/21/2024,Regular,UPI,88.34,Delhi
ORD105761,West,Personal Care,4249.5,0.06,5,11/21/2023,11/26/2023,New,Cash,415.59,Pune
ORD105762,East,Grocery,2576.16,0.47,9,10/17/2024,10/20/2024,New,Cash,521.49,Bangalore
ORD105763,South,Home Care,3136.92,0.35,8,07-04-2024,07-08-2024,Regular,Cash,289.21,Bangalore
ORD105764,West,Electronics,1270.24,0.2,1,7/21/2023,7/25/2023,New,Cash,354.77,Pune
ORD105765,South,Home Care,3562.7,0.45,6,7/16/2024,7/17/2024,New,Card,813.44,Chennai
ORD105766,North,Grocery,1705.72,0.29,6,4/26/2023,05-01-2023,Member,UPI,378.77,Delhi
ORD105767,East,Clothing,1785.01,0.37,2,3/24/2023,3/31/2023,Member,UPI,288.83,Pune
ORD105768,West,Home Care,3220.4,0.22,2,3/21/2024,3/25/2024,New,Cash,789.27,Chennai
ORD105769,South,Grocery,1275.18,0.22,1,4/25/2023,4/27/2023,Regular,Card,123.52,Mumbai
ORD105770,East,Electronics,1199.75,0.03,6,3/26/2023,04-02-2023,Regular,Card,192.98,Pune
ORD105771,East,Clothing,1908.9,0.37,9,7/14/2023,7/20/2023,Member,Card,569.72,Pune
ORD105772,North,Personal Care,3912.51,0.05,8,2/28/2023,03-03-2023,New,Cash,476.11,Chennai
ORD105773,North,Grocery,1200.94,0.38,5,8/21/2023,8/28/2023,Member,Card,181.68,Hyderabad
ORD105774,East,Personal Care,3957.86,0.1,8,5/27/2023,06-03-2023,Regular,Card,415.91,Mumbai
ORD105775,East,Clothing,3508.47,0.12,2,7/27/2024,08-02-2024,Member,Cash,241.94,Delhi
ORD105776,West,Grocery,3427.49,0.46,6,11/23/2024,11/27/2024,New,Cash,517.13,Pune
ORD105777,East,Grocery,2426.3,0.24,2,12/24/2023,12/28/2023,Regular,Card,209.43,Pune
ORD105778,West,Clothing,3754.85,0.06,8,10/13/2024,10/19/2024,New,UPI,668.03,Hyderabad
ORD105779,East,Electronics,166.25,0.45,2,3/29/2023,04-03-2023,Regular,Cash,39.6,Pune
ORD105780,North,Grocery,1597.48,0.23,5,03-06-2023,03-12-2023,New,UPI,418.59,Delhi
ORD105781,West,Clothing,3427.77,0.07,7,6/18/2024,6/20/2024,New,UPI,315.37,Delhi
ORD105782,South,Home Care,4937.75,0.2,7,10/22/2023,10/28/2023,Member,UPI,1359.9,Mumbai
ORD105783,North,Personal Care,112.32,0.29,4,03-01-2023,03-08-2023,Regular,Cash,15.71,Mumbai
ORD105784,West,Grocery,2598.86,0.18,8,07-09-2024,7/13/2024,New,UPI,420.94,Bangalore
ORD105785,West,Home Care,4626.8,0.46,7,03-11-2023,3/13/2023,Regular,Cash,905.1,Bangalore
ORD105786,South,Grocery,4331.34,0.13,5,6/29/2024,07-02-2024,Member,Cash,377.94,Delhi
ORD105787,West,Electronics,213.37,0.09,4,6/20/2024,6/27/2024,New,UPI,55.56,Hyderabad
ORD105788,East,Clothing,2694.83,0.11,2,7/13/2024,7/16/2024,Regular,Card,666.52,Pune
ORD105789,South,Grocery,121.01,0.04,2,5/18/2023,5/21/2023,Member,Card,20.36,Delhi
ORD105790,North,Clothing,3968.92,0.23,4,12/13/2024,12/19/2024,New,Cash,513.57,Bangalore
ORD105791,North,Grocery,1613.49,0.44,8,2/14/2024,2/21/2024,Regular,UPI,281.13,Hyderabad
ORD105792,East,Electronics,3851.39,0.15,6,10-01-2023,10-07-2023,Member,UPI,822.6,Bangalore
ORD105793,North,Electronics,4729.49,0.13,9,07-07-2023,07-08-2023,Member,Card,1064.53,Chennai
ORD105794,West,Home Care,4882.82,0.42,2,11/25/2023,11/30/2023,New,UPI,778.44,Bangalore
ORD105795,West,Electronics,4481.14,0.15,7,2/14/2023,2/17/2023,New,Cash,253.8,Mumbai
ORD105796,East,Clothing,1100.3,0.24,1,10/27/2024,10/28/2024,New,Cash,251.15,Chennai
ORD105797,North,Electronics,1053.54,0.02,2,02-05-2023,02-06-2023,Regular,UPI,136.91,Hyderabad
ORD105798,North,Grocery,3166.32,0.14,9,10/16/2024,10/21/2024,Member,Card,853.98,Chennai
ORD105799,East,Electronics,2765.86,0.07,8,02-12-2024,2/15/2024,Member,UPI,429.85,Pune
ORD105800,South,Clothing,146.72,0.05,9,10-03-2024,10-08-2024,New,Cash,36.52,Bangalore
ORD105801,North,Grocery,2019.46,0.22,7,1/23/2024,1/30/2024,Member,Cash,286.36,Bangalore
ORD105802,South,Home Care,4542.79,0.14,9,12/17/2023,12/23/2023,New,Cash,648.3,Chennai
ORD105803,North,Home Care,4501.96,0.08,4,6/15/2024,6/20/2024,New,Card,1083.36,Delhi
ORD105804,North,Home Care,1099.14,0.26,3,11-09-2024,11/16/2024,Member,Cash,203.21,Mumbai
ORD105805,North,Grocery,1971.62,0.39,4,06-03-2023,06-07-2023,Member,Cash,224.93,Bangalore
